title,url,address,
"왕의 나무에서 취하는 휴식, 금강송 에코리움",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a01ebcd6-4851-461d-bec8-0c51b0d0b3bc&con_type=10600,경상북도 울진군 금강송면 십이령로 552,
하루의 시작과 끝을 함께하는 하이원 HAO,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=81db68e4-8a01-4bd5-a9ac-9e616d06176c&con_type=10600,강원도 정선군 고한읍 하이원길 424 그랜드 호텔 컨벤션타워 5층 HAO 센터,
낭만적인 사랑 이야기가 깃든 로미지안 가든,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=79aa70f3-02ae-4d6c-b87e-84e65fbc3d03&con_type=10600,강원도 정선군 북평면 어도원길 12,
"고품격 아름다움, 더 스파 앳 파라다이스",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=949def59-b649-437c-8dd7-f0fd829338b1&con_type=10600,인천광역시 중구 영종해안남로 321번길 186 파라다이스시티 레드윙 3층,
"차와 명상에 오롯이 취하는 시간, 취다선 리조트",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=99629a93-523d-4e98-86ec-625e433afcd5&con_type=10600,제주도 서귀포시 성산읍 해맞이해안로 2688,
"제주의 자연을 만나다, 서귀포 치유의 숲",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=3d13e623-f652-43cb-a7c7-1d0adc8950df&con_type=10600,제주도 서귀포시 산록남로2271,
"제주의 물과 숲을 경험하다, WE호텔 웰니스센터",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ee1e7462-a5b6-42ac-ac02-a1ad2070125b&con_type=10600,제주특별자치도 서귀포시 1100로 453-95,
"상쾌한 피톤치드 샤워로 힐링, 통영 나폴리농원",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=f41aae1a-132f-43a8-b49d-96016abd8eed&con_type=10600,경상남도 통영시 산양읍 미륵산길 152,
"진정한 '쉼'을 찾아 떠나는 여행, 오도산치유의숲",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=deaedf74-054f-4589-9657-7805a11530fd&con_type=10600,경상남도 합천군 봉산면 오도산휴양로 398,
"천혜의 자연 속 고품격 해양리조트, 한화리조트 거제 벨버디어 웰니스",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a696b834-6bde-4f63-875e-fc2941981c72&con_type=10600,경상남도 거제시 장목면 거제북로 2501-40,
"국내 최대 규모의 한방 테마파크, 산청 동의보감촌",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=3c375301-489b-4ef2-adff-0ad2cdb11902&con_type=10600,경상남도 산청군 금서면 동의보감로 555번길 45-6,
"내 피부에 꼭 맞춘 천연 화장품 제작기, 하늘호수",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=cc53d27f-4645-475d-99e1-fed859be6972&con_type=10600,경상북도 거창군 북상면 송계로 793(거창공장),
"내 피부에 꼭 맞춘 천연 화장품 제작기, 하늘호수",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=cc53d27f-4645-475d-99e1-fed859be6972&con_type=10600,경상북도 경산시 와촌면 갓바위로 115(팔공산점),
"‘산림 복지’라는 신세계, 국립산림치유원",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=4978c5ea-4253-44f4-aae9-be894883d864&con_type=10600,경상북도 영주시 봉현면 테라피로 209,
자연과 하나가 되는 시간 국립김천치유의숲,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=1acbc53c-356b-4169-a3f3-ea884a42fccc&con_type=10600,경상북도 김천시 증산면 수도길 1237-89,
휴대폰을 잠시 내려놓고 나를 만나는 시간 인문힐링센터여명,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=02a63404-05d8-46c2-bd33-2c856ec0c8e9&con_type=10600,경상북도 영덕군 창수면 장육사1길 203,
나무가 주인공인 숲 국립장성숲체원,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=9867e809-63e3-4f9d-ac60-0258ea07b7cc&con_type=10600,전라남도 장성군 북이면 방장로 353,
"녹차향에 취해, 전남권 환경성질환 예방관리센터",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a5bf566d-31fe-478e-ba64-f939f87e0b58&con_type=10600,전라남도 보성군 움치면 대산길 329-126,
"태양과 바다의 에너지를 품은 곳, 태평염전 해양힐링스파",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=7c7bb924-a65b-432d-b54b-a19e77deedbe&con_type=10600,전남 신안군 증도면 대초리 1648,
"해발 598m의 억불산 아래 빼곡하게 자라난 편백의 터전, 정남진 편백숲 우드랜드",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=d90b5046-5ff2-4e92-919f-63a155855be2&con_type=10600,전라남도 장흥군 장흥읍 우드랜드길 180,
" 내 몸을 위한 맞춤형 한방 테라피, 순천만국가정원 & 순천만 습지",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=d70e0534-4eec-4383-828b-fa2bc3bbaa59&con_type=10600,전라남도 순천시 국가정원1호길 47,
"진안 홍삼을 테마로 꾸민 체험식 스파, 진안 홍삼스파",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=2651185c-d50e-4c7f-86e9-40972478d031&con_type=10600,전북특별자치도 진안군 진안읍 외사양길 16-10,
나만의 아름다움을 찾는 여행 에덴힐스 뷰티&힐링파크,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=e85d18d4-9b8c-4090-8001-84aaeb58ff8d&con_type=10600,충청남도 홍성군 서부면 와룡로 126번길 76-64,
"허브 향 그윽한 그곳에서의 힐링, 팜카밀레",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=c92a9dc1-2c91-4cbe-83bf-4652aa710927&con_type=10600,충청남도 태안군 남면 우운길 56-19,
포레스트 리솜 해브나인 스파,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=d9293627-76cc-4e30-bc7d-a26d61564961&con_type=10600,충청북도 제천시 백운면 금봉로 365,
깊은산속 옹달샘 아침편지 명상치유센터,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=37b9ce46-9f76-4d49-966b-291bdb35788f&con_type=10600,충청북도 충주시 노은면 우성1길 201-61,
면역력 높여주는 힐링 플레이스 오색그린야드호텔,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a068e8ed-4b35-4de8-b81d-32cdac0c8c73&con_type=10600,강원도 양양군 서면 대청봉길 34,
사람을 품고 기르며 쉬게 하는 산. 용평리조트 발왕산,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=044f7b77-efb4-4434-aa1d-f4fe0d11e2d6&con_type=10600,강원도 평창군 대관령면 올림픽로 715,
"격조 높은 웰니스를 경험하다, 파크로쉬 리조트앤웰니스",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=02e3090c-f836-48e1-8f2e-f8d1bb2a0b36&con_type=10600,강원도 정선군 북평면 중봉길 9-12,
"고요한 명상의 세계로 가는 문, 뮤지엄SAN 명상관",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=f442df77-6c97-4943-8081-dbc68bcc9b4e&con_type=10600,강원도 원주시 지정면 오크밸리2길 260,
"남녀노소 모두를 위한 도심 속 웰니스 명당, 아쿠아필드 고양",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=84128fcc-cc0d-4dee-be4f-74b81a131079&con_type=10600,경기도 고양시 고양대로 1955 스타필드 고양 4층,
"싱그러운 허브나라, 허브아일랜드 허브힐링 센터",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=1874814c-308a-4faf-940c-d1029f95cbde&con_type=10600,경기도 포천시 신북면 청신로 947번길 35 허브 아일랜드 힐링존 매표소 위,
"웰니스 종합 힐링 시설, Resort 스파밸리",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=c12ee816-8207-4ba7-87e5-b7a4c93e4ea5&con_type=10600,대구광역시 달성군 가창면 가창로 891번지,
쪽빛 바다를 품은 스파랜드 센텀시티,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=421dd40d-d79d-4e41-a1b3-89cdd59bb2bb&con_type=10600,"부산광역시 해운대구 센텀남대로35, 신세계백화점 센텀시티점 1층",
"서울 도심 속 건강한 안식처, 비스타 워커힐 웰니스 클럽",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=eba57bff-4e70-4f90-bdc5-c2bfe216b06a&con_type=10600,서울특별시 광진구 워커힐로 177,
"맞춤형 메디컬 스파, 올리바인 스파",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=ce852e44-3ec1-4cb4-83b1-441a12b1e0f2&con_type=10600,서울특별시 종로구 통일로 16길 4-1,
"개인 맞춤형 한방 피부관리, 여용국 한방 스파",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=b8049f42-dfc5-47b9-8316-ffc75e6cd8cd&con_type=10600,서울특별시 송파구 석촌호수로12길 60 홍성빌딩 2층,
"내 몸을 위로하는 시간, 티 테라피 ",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=8225ec99-a1b1-4c2b-831b-e9729d300079&con_type=10600,서울특별시 종로구 윤보선길 74(행랑점),
"가족과 함께 떠나는 힐링숲, 국립대운산치유의숲",https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=74c211e3-6f13-447a-ac94-14ee2269d95c&con_type=10600,울산광역시 울주군 온양읍 대운상대길 225-92,
[웰니스관광-플러스플래너]<br>럭셔리 웰니스 투어,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=48d28177-2384-41c4-9154-d490080ccaf9&con_type=0,,
[웰니스관광-무빙트립]<br>‘흥’난다 남도! 배리어프리 투어,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=fbe71733-6df2-4d4a-a277-6908df5fd70b&con_type=0,,
[웰니스관광-도도 인터내셔널]<br>서울&경기를 함께 즐기는 MZ 세대 힐링 투어 ,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=c203dbc8-5218-4f31-9d70-35774073a433&con_type=0,,
[웰니스관광-굿필투어] <br>한국의 세계문화 유산과 웰니스여행,https://korean.visitkorea.or.kr/detail/rem_detail.do?cotid=a26786cb-c644-4e1a-97a4-b69470f3523e&con_type=0,,
