시도명,
제주특별자치도,4.2
인천광역시,3.9
울산광역시,3.5
부산광역시,3.4
대전광역시,3.3
대구광역시,3.0
서울특별시,2.6
충청북도,2.4
경상남도,2.4
세종특별자치시,2.2
충청남도,0.7
전라남도,0.6
전북특별자치도,0.3
광주광역시,0.3
경기도,0.2
경상북도,-0.3
강원특별자치도,-3.0
