MDAY전체TOT_RAW61,M일HAP_61,MVIT,Q8a06,Q8a07,Q9_5A7,Q8_1a5,Q8_1a6,cluster
98.06451612903226,31.0,6,0,0,1,0,0,0
70.3232380952381,21.0,1,0,0,1,1,0,0
307.66416666666663,6.0,1,0,0,0,0,0,1
263.99999999999994,12.0,3,0,0,0,0,0,1
134.25345454545456,11.0,1,0,1,1,0,0,1
56.79953846153846,26.0,1,0,0,1,0,0,0
181.2421636363636,11.0,1,0,1,0,0,0,1
369.37142857142857,7.0,1,0,0,0,0,0,1
1319.4444444444443,9.0,2,0,0,0,0,0,2
463.6375,8.0,1,0,0,0,1,0,1
250.54814814814816,9.0,3,0,0,0,0,0,1
216.4333333333333,6.0,4,1,0,0,0,0,1
160.0,5.0,1,0,1,0,0,0,1
310.46149999999994,10.0,1,0,1,0,0,0,1
174.58350000000004,6.0,10,0,0,0,0,0,1
369.19699999999995,5.0,1,0,0,0,0,0,1
295.3576,5.0,1,0,0,0,0,0,1
1012.5,4.0,3,1,1,0,1,1,2
26.060964705882352,35.0,1,0,0,1,0,0,0
47.63832258064516,31.0,1,0,1,1,0,0,0
369.19699999999995,5.0,1,0,0,0,0,0,1
295.3576,5.0,1,0,0,0,0,0,1
246.40000000000003,5.0,2,0,0,0,1,0,1
352.0,5.0,4,0,0,0,0,0,1
369.1969999999999,5.0,1,0,0,0,0,0,1
260.7266666666667,6.0,1,0,0,0,0,0,1
72.85714285714286,7.0,10,0,0,1,0,0,1
134.25345454545456,11.0,1,0,0,1,1,0,1
175.368575,8.0,1,0,0,0,0,0,1
299.48333333333335,6.0,1,0,0,0,0,0,1
107.40276363636364,11.0,2,0,0,1,0,0,1
351.2763333333333,6.0,5,1,1,0,0,0,1
286.9,7.0,2,0,0,0,0,0,1
295.3576,5.0,1,0,0,0,0,0,1
483.2000000000001,7.0,2,0,0,0,0,0,1
295.3576,5.0,1,0,0,0,0,0,1
106.66666666666669,15.0,5,0,0,1,0,0,0
308.884,5.0,1,0,0,0,1,0,1
160.19250000000002,16.0,3,0,0,1,0,0,1
588.8,5.0,1,0,0,0,1,0,1
170.5333333333334,9.0,4,0,0,1,0,0,1
382.4100000000001,10.0,1,1,0,1,0,0,1
295.3576,5.0,1,0,0,0,0,0,1
704.0,5.0,1,1,0,0,0,0,2
319.12500000000006,8.0,2,0,0,1,1,0,1
27.508796078431367,35.0,1,0,0,1,0,0,0
64.28571428571429,14.0,2,0,0,1,0,0,1
201.66666666666663,12.0,2,0,0,0,0,0,1
175.8625,4.0,1,1,0,0,0,1,1
1164.8,5.0,1,0,0,0,0,0,2
41.935483870967744,31.0,1,0,0,1,0,0,0
123.221,15.0,2,0,0,1,0,0,1
112.50000000000004,8.0,1,1,0,0,1,1,1
212.5,8.0,1,0,0,0,0,0,1
750.0000000000001,4.0,1,0,0,0,1,0,2
58.56228275862069,29.0,2,0,0,1,0,0,0
124.6039875,16.0,1,0,0,1,0,0,1
198.44338750000003,16.0,2,0,0,0,0,0,1
370.9333333333334,3.0,10,0,0,0,0,0,2
287.49999999999994,8.0,1,0,0,0,1,0,1
337.50000000000006,8.0,1,0,1,1,1,0,1
556.4000000000001,3.0,5,0,0,0,0,0,2
454.0,5.0,5,0,0,0,1,0,1
602.7666666666665,3.0,5,0,1,0,0,0,2
1499.9999999999998,4.0,1,1,1,0,0,1,2
127.9,5.0,3,0,0,0,0,0,1
134.99999999999994,15.0,3,0,0,1,0,0,1
472.93999999999994,5.0,30,0,0,0,0,0,2
280.0,4.0,1,0,0,0,0,0,1
327.0859444444444,9.0,3,0,1,0,0,0,1
60.233870967741936,31.0,1,1,1,1,0,1,0
263.7121428571428,7.0,3,0,0,0,0,0,1
115.01,10.0,1,1,1,0,1,1,1
333.3333333333333,6.0,1,0,0,1,0,0,1
200.0,14.0,1,1,0,0,0,1,1
460.03999999999985,5.0,3,0,0,0,1,0,1
22.0,9.0,6,1,1,0,0,1,1
106.66666666666664,6.0,30,1,1,1,0,0,2
442.8571428571428,7.0,1,1,1,0,1,0,1
262.5,8.0,10,0,0,0,0,0,1
76.61290322580643,31.0,10,0,0,1,0,0,0
233.6,5.0,2,0,1,0,1,0,1
90.45326500000002,4.0,1,1,1,0,0,1,1
129.1642857142857,7.0,1,1,0,1,0,0,1
178.84285714285716,14.0,5,1,0,1,0,1,1
417.3,4.0,1,0,0,0,1,0,1
104.32500000000002,4.0,1,0,0,0,1,0,1
139.1,5.0,1,0,0,0,0,0,1
433.93333333333334,3.0,8,0,0,1,0,0,2
424.5,4.0,3,0,0,1,0,0,1
669.7666666666665,3.0,5,1,0,1,0,1,2
416.25000000000006,8.0,1,0,1,0,0,0,1
416.6666666666667,6.0,1,1,1,0,0,0,1
326.15999999999997,10.0,1,0,1,0,0,0,1
170.83333333333334,12.0,5,1,0,1,0,0,1
450.0,6.0,10,0,0,1,1,0,2
166.8181818181818,11.0,5,0,0,1,0,0,1
254.93999999999997,5.0,4,1,1,1,0,1,1
455.24999999999994,7.0,1,0,1,0,1,0,1
371.42857142857144,7.0,1,0,1,0,0,0,1
178.84285714285716,7.0,5,0,0,1,0,0,1
472.93999999999994,5.0,5,0,0,0,0,0,1
331.25,16.0,3,1,1,0,0,0,1
351.7242857142857,7.0,1,1,1,0,0,0,1
193.8,3.0,1,0,0,0,0,0,1
1687.4999999999998,5.0,3,0,0,0,0,0,2
260.81250000000006,4.0,5,0,0,0,0,0,1
350.2125,8.0,4,0,0,0,0,0,1
459.875,4.0,3,0,0,0,0,0,1
930.0,5.0,10,0,0,0,0,0,2
599.9999999999999,5.0,3,0,1,0,0,0,1
212.25,8.0,3,0,0,0,0,0,1
116.66666666666669,8.0,2,0,0,1,0,0,1
300.0,6.0,1,1,0,0,0,1,1
445.7249999999999,4.0,4,0,0,0,0,0,1
163.74346153846156,26.0,1,1,0,0,0,0,0
177.7777777777778,12.0,1,0,0,0,0,0,1
271.42857142857144,7.0,1,0,0,0,0,0,1
62.56,5.0,5,0,0,1,0,0,1
317.09999999999997,5.0,1,1,0,0,1,0,1
190.26,5.0,1,1,1,0,1,0,1
424.9963636363637,11.0,2,0,0,0,1,0,1
230.748125,4.0,1,0,1,0,0,0,1
415.3466249999999,4.0,1,0,0,0,1,0,1
295.09714285714284,7.0,1,0,0,0,0,0,1
222.80000000000004,4.0,1,0,0,0,0,0,1
127.003768,5.0,3,0,0,1,0,0,1
267.0524966666666,3.0,2,0,0,1,1,0,1
331.42857142857144,7.0,1,0,1,0,1,0,1
305.0,6.0,1,0,1,0,0,0,1
41.30434782608696,35.0,2,0,0,1,0,0,0
350.0,7.0,1,1,1,0,0,0,1
262.5,8.0,1,1,1,0,1,1,1
486.6666666666667,3.0,3,0,0,0,0,0,1
272.0,3.0,1,0,1,0,0,0,1
249.28571428571428,7.0,2,1,1,0,1,0,1
289.2857142857143,7.0,1,1,1,0,1,1,1
304.1666666666667,6.0,1,1,1,0,1,1,1
313.5762,8.0,1,1,1,0,1,1,1
295.45454545454544,11.0,1,1,1,0,0,0,1
201.6375,4.0,1,0,0,0,0,0,1
448.3333333333333,6.0,1,1,1,0,0,1,1
295.0,8.0,1,1,1,0,1,0,1
113.8095238095238,21.0,1,1,1,0,1,1,0
309.2857142857143,7.0,1,1,1,0,1,1,1
189.52112666666665,3.0,1,0,0,0,0,0,1
186.444485,4.0,2,0,1,0,1,0,1
1666.6666666666667,3.0,1,0,0,0,0,0,2
190.13645499999996,4.0,1,0,0,0,1,0,1
208.596305,4.0,1,0,0,0,0,0,1
202.1353575,4.0,1,0,0,0,0,0,1
208.596305,4.0,1,0,0,0,0,0,1
353.3333333333333,15.0,2,0,1,1,1,0,1
164.33333333333334,6.0,10,0,0,1,0,0,1
1162.8,2.0,30,0,0,0,0,0,2
203.2,4.0,1,0,0,0,0,0,1
293.01333333333326,3.0,1,0,0,0,0,0,1
323.94666666666666,3.0,1,0,0,0,0,0,1
278.93333333333334,3.0,1,0,0,0,0,0,1
221.68,3.0,2,1,0,0,0,1,1
180.2,3.0,1,0,0,0,0,0,1
221.3333333333333,4.0,4,0,0,0,0,0,1
203.2,5.0,1,1,1,0,1,0,1
169.68,4.0,1,0,1,0,0,0,1
172.0,4.0,1,0,0,0,0,0,1
291.20000000000005,3.0,1,0,0,0,0,0,1
183.2,4.0,1,0,0,0,0,0,1
167.98463499999997,4.0,1,0,0,0,1,0,1
180.83,4.0,1,0,0,0,0,0,1
135.37223333333333,6.0,7,0,0,1,0,0,1
362.5,8.0,1,1,1,0,0,0,1
225.42375,4.0,1,0,1,0,0,0,1
488.3333333333333,6.0,5,0,0,1,0,0,1
253.3,4.0,1,0,0,0,0,0,1
208.596305,4.0,1,1,0,0,0,0,1
221.4475,4.0,1,0,0,0,1,0,1
282.29249999999996,4.0,1,0,0,0,0,0,1
220.410609,4.0,1,0,0,0,0,0,1
162.44668,3.0,2,0,0,1,0,0,1
196.782001,4.0,1,0,0,0,0,0,1
241.60000000000005,4.0,1,0,1,0,0,0,1
191.2625,4.0,5,0,0,0,0,0,1
407.904,5.0,1,0,0,0,1,0,1
425.96225,6.0,1,0,0,0,0,0,1
235.73333333333335,3.0,1,0,0,0,1,0,1
463.66666666666697,3.0,9,0,0,0,0,0,2
132.22222222222223,9.0,1,0,1,0,1,0,1
251.25,8.0,1,1,1,0,1,1,1
392.7525,4.0,1,0,0,0,0,0,1
320.0,6.0,1,1,1,0,1,0,1
311.6666666666667,6.0,1,1,1,0,1,0,1
49.873333333333335,15.0,1,1,0,0,0,1,1
243.1325,4.0,2,0,1,0,0,0,1
742.8571428571429,7.0,4,0,0,0,0,0,2
251.875,8.0,1,1,1,0,1,1,1
825.0,4.0,2,0,0,0,0,0,2
92.25,8.0,5,0,0,1,0,0,1
327.29374999999993,4.0,3,0,0,0,0,0,1
812.5,4.0,1,0,1,0,0,0,2
675.0,4.0,2,0,1,0,1,0,2
555.5555555555555,3.0,1,1,1,0,1,1,1
282.85714285714283,7.0,1,1,1,0,1,1,1
316.6666666666667,6.0,1,1,1,0,1,1,1
500.0,3.0,2,0,0,0,0,0,1
166.66666666666666,15.0,1,1,1,1,1,0,1
707.5,4.0,1,1,1,0,0,1,2
199.99999999999997,5.0,1,1,1,0,1,0,1
322.85714285714283,7.0,1,1,1,0,0,0,1
369.2307692307693,13.0,1,1,0,1,0,0,1
278.3333333333333,6.0,1,1,1,0,1,0,1
180.0,8.0,1,0,1,0,1,0,1
288.0,10.0,1,0,1,0,1,0,1
177.27272727272728,11.0,1,1,1,1,1,1,1
246.65850000000003,8.0,1,1,1,0,1,1,1
397.1428571428572,7.0,1,1,1,0,0,0,1
140.17671696,5.0,2,1,0,0,0,0,1
391.42857142857144,7.0,1,1,1,0,1,0,1
680.0,3.0,1,1,1,0,1,1,1
419.0,5.0,1,1,1,0,0,0,1
311.25,8.0,1,1,1,0,1,0,1
334.2857142857143,7.0,1,1,1,0,1,1,1
900.0,4.0,3,0,0,0,0,0,2
343.574,5.0,1,1,0,0,1,1,1
266.75,7.0,1,0,1,0,1,0,1
105.7,8.0,1,0,0,0,0,0,1
160.04999999999998,7.0,1,0,1,1,1,0,1
59.33333333333333,15.0,1,0,0,1,0,0,1
236.592,5.0,1,0,0,0,1,0,1
234.1275,8.0,1,0,0,1,0,0,1
80.32444444444444,15.0,3,0,0,1,0,0,1
581.25,8.0,3,0,0,0,1,0,1
200.00000000000009,9.0,1,0,1,1,0,0,1
87.2,30.0,3,0,0,1,0,0,0
750.0,8.0,7,0,0,0,0,0,2
112.875435,21.0,1,0,0,1,0,0,0
124.8785,20.0,4,0,0,0,0,0,0
159.26533333333336,15.0,1,0,1,0,0,0,1
198.61333333333337,5.0,2,1,1,0,1,0,1
249.93928571428572,7.0,2,1,1,0,0,1,1
489.2428571428573,7.0,3,1,0,0,1,0,1
411.11111111111114,9.0,2,0,0,0,0,0,1
1075.0,4.0,10,0,0,0,0,0,2
78.59666666666664,30.0,10,0,0,1,0,0,0
217.95714285714283,7.0,2,0,0,0,1,0,1
161.81666666666663,6.0,2,0,0,0,0,0,1
396.25,4.0,1,1,0,0,0,1,1
833.3333333333334,12.0,1,0,1,0,1,0,2
250.59230769230768,13.0,1,1,1,0,1,1,1
921.6112500000002,8.0,1,0,0,1,0,0,2
125.71428571428572,7.0,1,0,1,0,1,0,1
851.0320000000002,19.0,5,0,0,0,1,0,2
331.80277777777775,9.0,2,1,1,0,0,0,1
140.58,3.0,2,1,0,0,0,1,1
421.5557142857143,7.0,2,0,0,0,1,0,1
71.12645000000002,10.0,2,1,1,0,0,1,1
527.437142857143,7.0,3,0,1,0,0,0,1
579.1466666666669,6.0,2,0,1,0,0,0,1
290.745,4.0,1,0,1,0,0,0,1
170.91374999999996,8.0,2,0,1,1,0,0,1
233.75,4.0,1,0,0,0,0,0,1
511.0,5.0,1,1,0,1,1,1,1
179.025,4.0,20,0,0,0,0,0,2
157.14285714285714,14.0,4,0,1,1,0,0,1
504.0,4.0,1,0,0,0,1,0,1
362.1000000000001,6.0,2,0,0,0,0,0,1
145.0,20.0,1,0,0,0,0,0,0
280.0,10.0,1,0,0,0,0,0,1
294.91707457800004,5.0,1,0,0,0,1,0,1
102.29884875,8.0,1,0,0,0,0,0,1
342.85714285714283,21.0,3,1,1,0,0,1,0
206.80555555555551,9.0,2,0,1,0,0,0,1
289.2914285714286,7.0,4,1,1,0,1,0,1
522.2222222222223,9.0,3,0,0,1,0,0,1
131.634,5.0,5,0,1,0,0,0,1
500.0,6.0,1,1,1,0,1,1,1
297.13499999999993,4.0,7,0,0,0,0,0,1
414.2812499999999,4.0,1,0,1,0,1,0,1
392.0,4.0,5,0,0,0,0,0,1
408.3333333333333,6.0,1,1,1,0,1,0,1
170.0,5.0,1,0,1,0,0,0,1
280.0,4.0,3,0,0,0,1,0,1
115.85970000000002,28.0,6,0,0,0,0,0,0
488.655,6.0,2,0,0,0,0,0,1
66.63477272727273,35.0,4,1,1,1,1,0,0
224.0,5.0,1,0,1,0,0,0,1
429.3333333333333,3.0,8,0,0,0,1,0,2
35.56585365853659,35.0,10,0,0,1,0,0,0
271.97142857142865,14.0,1,1,1,0,0,0,1
687.4999999999999,4.0,2,0,0,0,0,0,2
644.0,5.0,2,0,0,0,1,0,1
280.0,5.0,4,0,0,1,0,0,1
714.2857142857143,7.0,1,1,0,0,0,1,2
332.88,5.0,5,0,0,0,0,0,1
405.0,2.0,1,1,1,0,0,1,1
1657.125,4.0,3,0,0,0,0,0,2
183.7125,8.0,3,0,0,0,0,0,1
418.5642857142858,7.0,1,1,0,0,0,1,1
360.0,10.0,5,0,0,0,1,0,1
1687.4999999999998,2.0,1,0,1,0,0,0,2
223.5294117647059,17.0,3,0,0,1,0,0,0
278.8178571428572,7.0,1,0,0,0,0,0,1
123.2,10.0,3,0,0,0,0,0,1
1687.4999999999998,3.0,1,0,0,0,0,0,2
354.52380952380963,7.0,1,0,1,0,0,0,1
616.6666666666666,6.0,1,1,1,0,0,1,1
465.31250000000006,8.0,2,0,0,0,0,0,1
1499.9999999999998,2.0,1,1,1,0,0,0,2
212.33333333333337,6.0,2,0,0,0,0,0,1
234.37500000000003,16.0,3,0,0,0,0,0,1
205.33333333333337,6.0,3,0,0,0,0,0,1
162.49999999999997,8.0,1,0,0,1,0,0,1
333.33333333333337,6.0,1,1,1,0,0,1,1
257.1428571428571,14.0,3,1,1,0,0,0,1
126.29444444444448,6.0,1,1,0,0,0,1,1
116.35,6.0,3,0,0,0,1,0,1
245.50000000000009,6.0,1,0,1,0,1,0,1
223.92857142857144,14.0,1,1,1,0,1,0,1
730.0000000000001,5.0,5,0,0,0,0,0,2
277.5,8.0,1,0,0,1,0,0,1
206.40749999999997,8.0,1,0,0,0,1,0,1
320.0,8.0,1,0,1,0,0,0,1
164.24999999999994,8.0,10,0,0,1,1,0,1
114.0195,10.0,1,1,0,0,1,1,1
280.97662499999996,24.0,15,0,1,0,1,0,0
398.0,5.0,2,0,0,0,1,0,1
153.13974358974357,13.0,1,1,0,0,1,0,1
65.15400000000001,15.0,1,1,1,0,1,0,1
156.75,4.0,10,0,0,1,0,0,1
600.0,7.0,1,0,0,0,0,0,1
309.66138,5.0,1,0,0,0,0,0,1
372.330945,5.0,1,0,0,0,0,0,1
589.8312,5.0,1,0,0,0,0,0,1
368.6445000000001,5.0,1,0,0,0,0,0,1
339.15294,5.0,1,0,0,0,0,0,1
297.80000000000007,4.0,1,0,1,0,0,0,1
163.84199999999998,9.0,1,0,0,0,0,0,1
383.39028,5.0,1,0,0,0,0,0,1
412.88184,5.0,1,0,0,0,0,0,1
84.26160000000002,21.0,1,0,0,1,0,0,0
78.33695625,16.0,2,0,0,1,0,0,1
162.775,14.0,1,0,1,0,0,0,1
113.14285714285714,7.0,1,0,0,1,0,0,1
638.1428571428572,7.0,3,1,0,0,0,1,2
42.810329032258075,31.0,2,0,0,1,0,0,0
278.85714285714283,7.0,2,0,1,0,1,0,1
558.375,8.0,1,1,0,0,0,0,1
